Duration,22 m 5 s
Start Time,Tue Dec 22 15:36:50 IST 2015
End Time,Tue Dec 22 15:59:00 IST 2015
Total Users,10
Total Hits,22200
Total Throughput,852285.55 Kb
Average Hits,16.75 hits/s
Average Throughput/s,643.23 kb/s
Testcases passed,100
Testcases failed,0
Testcases error rate,0
Step passed,2000
Step failed,0
Step error rate,0


Testcase name,User Count,User Percentage,Step name,Request name,Duration detail,Response Code,Success Count,Failure Count,Failure Rate(%),Total Step,Total Request,Average Duration (sec),Standard Deviation Duration (sec),Minimum Duration (sec),Duration 85 Percentile (sec),Duration 90 Percentile (sec),Duration 95 Percentile (sec),Maximum Duration (sec),Average Size (Kb),Standard Deviation Size (Kb),Minimum Size (Kb),Size 85 Percentile (Kb),Size 90 Percentile (Kb),Size 95 Percentile (Kb),Maximum Size (Kb)
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.28,0.28,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.02,0.04,0.07,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart,,,100,0,0,,100,0.36,0.04,0.32,0.36,0.36,0.36,0.66,7.03,0,7.03,7.03,7.03,7.03,7.03
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.34,0.02,0.32,0.35,0.36,0.36,0.41,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0.01,0.01,0.01,0.25,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.84,0.07,0.77,0.86,0.86,0.86,1.24,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.26,0.29,0.29,0.3,0.37,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.25,0.28,0.29,0.29,0.48,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.29,0.05,0.12,0.29,0.3,0.31,0.7,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.3,0.3,0.3,0.41,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.28,0.3,0.3,0.3,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0,0,0.01,0.09,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.47,0.15,0.27,0.56,0.58,0.61,0.81,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.28,0.3,0.4,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.19,0.14,0,0.28,0.3,0.3,0.52,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.07,0.8,0.91,0.93,0.94,1.27,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.26,0.28,0.28,0.29,0.35,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.03,0.27,0.31,0.31,0.32,0.52,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.04,0.28,0.34,0.34,0.35,0.57,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,11) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart,,,,100,0,0,100,1000,6.44,0.47,5.58,6.94,7,7.4,8.04,425.7,0,425.7,425.71,425.71,425.71,425.71
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.16,0.2,0.81,1.18,1.35,1.41,1.71,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.3,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.88,0.2,0.51,0.89,1.08,1.11,1.44,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/21/small/ror_tote.jpeg?1450727464,,,100,0,0,,100,0.28,0.02,0.26,0.3,0.32,0.34,0.39,4.54,0,4.54,4.54,4.54,4.54,4.54
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.29,0.3,0.31,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.01,0.1,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.25,0.15,1.09,1.46,1.49,1.54,1.94,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.27,0.32,0.34,0.39,0.4,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.95,0.14,0.81,1.14,1.16,1.16,1.65,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.29,0.41,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.28,0.28,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0.01,0.01,0.01,0.07,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart,,,100,100,50,,200,0.36,0.04,0.32,0.36,0.37,0.37,0.73,7.03,0,7.03,7.03,7.03,7.03,7.03
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.34,0.02,0.32,0.35,0.36,0.36,0.41,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0.01,0.01,0.01,0.37,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,,,422,0,100,100,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.84,0.05,0.77,0.87,0.9,0.9,1.15,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.28,0.01,0.25,0.29,0.3,0.31,0.34,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.32,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.28,0.04,0.26,0.29,0.29,0.3,0.6,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.31,0.31,0.37,0.4,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.31,0.35,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0.01,0.01,0.02,0.09,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.47,0.14,0.26,0.58,0.58,0.66,0.84,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.3,0.3,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.19,0.14,0,0.29,0.29,0.37,0.52,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.89,0.08,0.78,0.96,1.04,1.11,1.32,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.25,0.29,0.3,0.3,0.35,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.02,0.26,0.31,0.32,0.33,0.4,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.06,0.27,0.34,0.49,0.54,0.69,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,12) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart/empty,,,,100,0,0,100,800,5.89,0.66,5.07,6.14,6.16,6.32,9.86,410.68,0,410.68,410.68,410.68,410.68,410.68
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart/empty,,,0,100,100,,100,,,,,,,,,,,,,,
"",,,,,,422,0,100,100,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.15,0.3,0.78,1.18,1.26,1.38,3.72,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.14,0.26,0.28,0.29,0.29,1.63,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.86,0.2,0.52,0.9,0.96,1.1,2.08,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.25,0.19,1.1,1.25,1.27,1.27,2.26,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.01,0.28,0.3,0.31,0.32,0.35,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.95,0.19,0.82,0.95,0.95,0.99,1.97,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart,,,100,0,0,,100,0.35,0.02,0.32,0.37,0.37,0.37,0.5,7.03,0,7.03,7.03,7.03,7.03,7.03
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.34,0.02,0.32,0.35,0.35,0.36,0.42,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.01,0.16,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.88,0.31,0.77,0.86,0.9,0.9,3.84,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.26,0.28,0.28,0.29,0.36,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.22,0.26,0.28,0.29,0.29,2.49,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.3,0.11,0.26,0.31,0.31,0.32,1.08,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.31,0.04,0.28,0.3,0.31,0.31,0.67,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.27,0.3,0.3,0.3,0.43,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0,0,0,0.35,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.46,0.14,0.26,0.57,0.58,0.58,0.66,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.29,0.29,0.3,0.39,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.18,0.13,0,0.28,0.28,0.29,0.36,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.89,0.1,0.8,0.92,0.92,0.93,1.5,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.25,0.29,0.29,0.29,0.34,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.04,0.26,0.29,0.29,0.33,0.6,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.33,0.07,0.27,0.34,0.34,0.38,0.88,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,13) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/account,,,,100,0,0,100,700,5.15,0.3,4.52,5.48,5.5,5.59,5.89,405.91,0,405.91,405.91,405.91,405.91,405.91
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/account,,,100,0,0,,100,0.31,0.02,0.28,0.32,0.35,0.36,0.45,3.77,0,3.77,3.77,3.77,3.77,3.77
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.01,0.28,0.31,0.32,0.32,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.02,0.05,0.16,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.12,0.14,0.78,1.37,1.4,1.4,1.46,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.28,0.29,0.3,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.85,0.14,0.52,1.1,1.11,1.12,1.19,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.23,0.1,0.94,1.28,1.29,1.31,1.72,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.01,0.28,0.31,0.31,0.31,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.93,0.09,0.62,0.98,0.98,1,1.43,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.84,0.04,0.78,0.89,0.89,0.9,1.03,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.3,0.32,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.3,0.31,0.32,0.49,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.28,0.03,0.12,0.3,0.3,0.31,0.43,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.31,0.32,0.32,0.42,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.02,0.27,0.31,0.31,0.31,0.41,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0.01,0.01,0.01,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.45,0.13,0.26,0.57,0.57,0.58,0.64,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.28,0.29,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.17,0.13,0,0.28,0.29,0.29,0.34,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.05,0.79,0.92,0.92,0.97,1.05,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.26,0.28,0.29,0.33,0.4,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.29,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.04,0.27,0.33,0.34,0.35,0.51,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,14) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/,,,,100,0,0,100,1900,7.84,0.44,6.82,8.49,8.59,8.71,8.93,471.47,0,471.47,471.48,471.48,471.48,471.48
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/35/small/spree_bag.jpeg?1450727470,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.3,0.3,0.46,4.27,0,4.27,4.27,4.27,4.27,4.27
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.29,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.01,0.01,0.13,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/33/small/apache_baseball.png?1450727469,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.32,0.43,8.99,0,8.99,8.99,8.99,8.99,8.99
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.29,0.29,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.03,0.12,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/36/small/spree_tote_front.jpeg?1450727471,,,100,0,0,,100,0.28,0.03,0.26,0.29,0.3,0.3,0.51,3.66,0,3.66,3.66,3.66,3.66,3.66
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.29,0.29,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0,0,0.01,0.2,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/38/small/spree_ringer_t.jpeg?1450727472,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.3,0.45,2.66,0,2.66,2.66,2.66,2.66,2.66
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.29,0.29,0.41,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.01,0.01,0.06,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.23,0.08,1.09,1.26,1.31,1.37,1.62,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.01,0.27,0.31,0.31,0.32,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.93,0.08,0.81,0.95,1.02,1.06,1.31,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/29/small/ror_ringer.jpeg?1450727467,,,100,0,0,,100,0.28,0.01,0.26,0.29,0.29,0.3,0.32,3.17,0,3.17,3.17,3.17,3.17,3.17
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.29,0.3,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/24/small/ror_baseball.jpeg?1450727465,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.3,0.3,0.38,4.51,0,4.51,4.51,4.51,4.51,4.51
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.28,0.3,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.02,0.11,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/,,,100,0,0,,100,0.33,0.02,0.3,0.34,0.34,0.36,0.39,16.5,0,16.5,16.5,16.5,16.5,16.5
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.32,0.01,0.3,0.33,0.33,0.34,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.02,0.07,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.45,0.14,0.26,0.57,0.58,0.59,0.64,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
